"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",100,352,214.743862054005,134.275418871697,284,170,133,109,98.7,80.8,106,99
"2",73.8,229,387,254,581,267,291,98.8,247,191,85.5,138
"3",327,465,265,437,303,292,197.705161514009,157.359245281482,192.654065243715,131.932739834872,99,107
"4",87,185,351.620304615954,298.398740059045,398,378.504157166629,164.984193317299,347,121,183,254,290
"5",157.469370242644,170.568544249053,665,307,522,207,143,168,141,151,184,418
"6",93.704648921646,258.65466105819,314,463,406,206,195,154,86.7,71.8,66.8,68.1
"7",78.3073419441627,126.745326965797,174,308.852476380051,358.941455697424,217.310506183699,125.003776905512,93.7,57.2,50,39.7,45.1
"8",68.7915339916522,77.7217256008515,97.2,203,421,270.132953683843,103.790834739097,83.7125458622984,50.6388380905838,96.1,85.3001458175497,51.2471403635966
"9",58.1,104,365,432,469,189.698301405447,89.7388073904253,96.7,86.6,49.2,64.4,81.5
"10",138,126,196,398,185,129,115,81.8,43.5,42.9,30.4627168465143,57.2601913887282
"11",73.8,143,93,275.44292768539,227.215819024755,306,88,57,37.2,38.8,42.7,69.8
"12",98.9355047926372,94.4212133025929,295,479,271,303,125.380059975395,59.967850445335,69.6,55,45.5,70.2
"13",78.5356497160748,83.3686376905016,204,222,286,214.883011789238,104.027981562542,98.7,154,98.1,82.4,114
"14",76,118,170,146,129,164,99,50.6,45.4,57.1,88,85
"15",56.5334582626306,96.7525248633391,138.014946444611,181.260674768054,290,312,244,110.529229455405,65.8984883245974,136,134,89
"16",73.7,96.8,132,210,226.780471174189,166.780727295351,113,64.2,56.7,94.1,151,88
"17",67.7,62.3,186,395,206,100,68.3,68.5,82.1326819216091,78.6126759194338,83.2,175
"18",155,128,172,246.006200953778,210.922612416441,244,107,61.4,65.9,77,70.9,90.2
"19",142.067855113864,95.1874269053024,167,209,203.062885493087,147.663396064147,152,85.8,122,100,131,216
"20",345,127,174,303,336,132,103,87,222,164,99.1,224
"21",182,133,202,412,430,240,198,270,225,229,135,173
"22",243,145,156,331,291,209.934971795537,144.287708116619,132.988370359488,147.334327823558,259,278,124
"23",147,232,194.165581446489,360.722139343126,456,243,240,149,121,908,921,137
"24",105,257,388,674,223,92.5,95.7,67.2,90.9,463.180678954753,361.438282728043,47
"25",57.9,76.7,222,255,188,136,271,152,263,183,166,135
"26",172,320,233,154,124,132,92,241,129,154,239,116
"27",210,111,166,255,224.75336316333,142.443292340612,71.4,68.8,53.7,107,111,81
"28",141.891072113798,155.586388754,275.517652896495,372.98090661636,249,181,103,155,78.9,105,79.4131608111988,96.4400483629265
"29",130,143,437,637,531,286,368,122.486545837578,108.043558375508,122,107,172
"30",195,167,438,814,336,469,244,216,210,86.6,106,92
"31",148,269,296,167,199,189,94.5,87.9,169,159,226,200
"32",118,140,368,430,316,199,145,121,73.2,105,93.1,212
"33",120,176,303,277,147,153.623502707946,169.973636303136,108,63.4,74.4,139,112
"34",348,237.032941405339,200.636653310883,334,318,343,357,219,134,118,56.1020389470788,82.2141402082597
"35",182,161,201,236,162,154,166,82.0149078479621,62.2641701537797,38.7,37.1,53.3
"36",46.2,48.8,107,261,208,225,75.8,45.7,31.4,34.5,54.01470417482,60.6083362665354
"37",46.2,62.7,180,161.638706222904,145.189856827216,172,99.1,56.6,67,113,79.6,67.9
"38",99.7,115,113,134,201,138,173,118,81.1,83.7,81.7,120
