"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",100,352,254,458,284,170,95.3399910746335,68.3882317979198,90.5580479486331,50.5787964338782,106,99
"2",73.8,229,387,254,581,267,291,173.019889555425,263.12978807424,191,85.5,138
"3",327,465,265,437,324.551340851786,226.958867712321,221,233,116,102,99,107
"4",87,160.850252072881,215.954103842954,455.405874069664,935.356766644894,695.447393899486,393.340260749492,347,121,183,254,290
"5",192,218,665,544.550640462735,522,207,143,168,124.63722240194,185.435254798494,184,418
"6",323,98.0155138995545,294.544979331514,230.456168479089,276.254968926264,245.384310944883,195,154,86.7,71.8,74.6723728376396,201.476650287108
"7",74,161,288.457152383945,388.02813271494,139.94455907736,169.273289932566,137,102.816410750713,49.8389256247247,40.0096718233707,132.328528651381,46.9038387807744
"8",48.2,71.7,97.2,203,421,310,207,104,85.4,96.1,113.222079327226,87.8752380402793
"9",260.271565320593,113.54100199768,323.510586708065,674.236771196438,469,364,277,96.7,86.6,49.2,64.4,81.5
"10",138,126,196,398,185,129,115,47.7090388575417,65.9858435207824,42.9,39.9,32.9
"11",73.8,143,93,386,337,338.683884949647,116.216105814576,57,37.2,38.8,42.7,69.8
"12",170.379786573191,80.6632659034303,211.777512651424,479,271,238.282819086479,125.29253187459,55.5,69.6,55,45.5,70.2
"13",51.6,57.6,204,222,286,187,118,98.7,154,98.1,82.4,114
"14",76,86.55979207474,59.9758861615605,146,129,164,99,34.5028541836376,23.9903544646242,57.1,88,85
"15",75.5,48.7,92.8,104,290,312,244,210,85.9,136,134,89
"16",106.606082479333,51.0006487122836,132,210,129,172,113,64.2,56.7,20.1521024838904,28.7681076437821,88
"17",67.7,62.3,186,351.276099446668,151.132369653761,100,68.3,68.5,122,78.5,81.6404076288957,29.9743208305605
"18",138.377880274872,128,172,294,185.506578629357,130.262711263711,107,61.4,65.9,77,70.9,90.2
"19",54.317598512355,80.8002450899554,106.442854865119,209,342,339.478240824967,233.272674109076,85.8,122,100,131,216
"20",345,127,174,303,336,132,103,105.773023750353,79.9034416106952,164,99.1,224
"21",182,133,202,412,430,240,198,270,225,229,135,173
"22",243,266.195115885731,158.164131629171,331,291,526,441,143,166,259,278,124
"23",147,232,496,511,456,243,240,149,964.559690749609,928.184074290287,921,137
"24",105,257,388,674,223,92.5,95.7,67.2,90.9,49.7,45.9,47
"25",57.9,76.7,222,255,188,136,271,152,263,183,190.320950268636,61.3512352517368
"26",58.5231180948328,166.089427197358,233,154,124,365.762215608752,106.833157240603,241,131.445803995653,240.864271178478,239,116
"27",210,111,166,255,186,85,71.4,68.8,53.7,72.2268555085101,66.1632841485514,81
"28",91.7,194,343,331.755084860834,244.950515242593,181,103,155,75.9323912641765,54.5921103477888,177,224
"29",130,143,437,637,531,286,297.026780975023,113.765708876414,205,122,69.0560458295721,95.8831982774326
"30",195,167,438,814,386.550646040959,261.291299845064,244,216,210,86.6,83.3695717677528,66.6394090302528
"31",148,269,296,167,199,189,94.5,87.9,169,159,226,200
"32",118,140,238.684105139563,510.039619445034,316,501.905828564502,105.278719043764,158.429140308578,70.0437467418905,105,93.1,212
"33",120,176,303,277,147,152,145,108,63.4,74.4,139,112
"34",348,137.006808373738,426.883878812957,334,318,343,357,219,134,118,120,292
"35",182,161,201,236,162,86.9655538999169,115.996803113394,121,58.2,38.7,40.2482009584492,56.1613481137246
"36",46.2,48.8,107,261,208,225,75.8,45.7,31.4,25.7762485548963,29.131429983999,47.6199956178718
"37",46.2,62.7,157.018265993737,381.165876666788,305.231769408385,241.113278977112,99.7019577281415,67.0629416440539,67,113,79.6,69.8804592387624
"38",99.7,52.8566110373896,76.838069378374,134,201,138,173,118,81.1,83.7,81.7,120
